Customer ID,Order_ID,Purchase Amount (USD),Discount Applied,Promo Code Used,Shipping Type,Season,Product_ID
902,ORD3901,68,Yes,Yes,2-Day Shipping,Summer,PROD2902
903,ORD3902,44,Yes,Yes,Next Day Air,Summer,PROD2903
904,ORD3903,45,Yes,Yes,Express,Winter,PROD2904
905,ORD3904,99,Yes,Yes,Free Shipping,Spring,PROD2905
906,ORD3905,68,Yes,Yes,Standard,Spring,PROD2906
907,ORD3906,56,Yes,Yes,Standard,Spring,PROD2907
908,ORD3907,43,Yes,Yes,Express,Winter,PROD2908
909,ORD3908,99,Yes,Yes,Free Shipping,Winter,PROD2909
910,ORD3909,56,Yes,Yes,Express,Fall,PROD2910
911,ORD3910,25,Yes,Yes,Express,Spring,PROD2911
912,ORD3911,74,Yes,Yes,2-Day Shipping,Winter,PROD2912
913,ORD3912,56,Yes,Yes,Next Day Air,Winter,PROD2913
914,ORD3913,47,Yes,Yes,Next Day Air,Fall,PROD2914
915,ORD3914,67,Yes,Yes,Standard,Summer,PROD2915
916,ORD3915,22,Yes,Yes,Store Pickup,Winter,PROD2916
917,ORD3916,34,Yes,Yes,Standard,Spring,PROD2917
918,ORD3917,64,Yes,Yes,Standard,Spring,PROD2918
919,ORD3918,42,Yes,Yes,2-Day Shipping,Spring,PROD2919
920,ORD3919,82,Yes,Yes,2-Day Shipping,Winter,PROD2920
921,ORD3920,81,Yes,Yes,Free Shipping,Summer,PROD2921
922,ORD3921,24,Yes,Yes,Express,Summer,PROD2922
923,ORD3922,60,Yes,Yes,Standard,Fall,PROD2923
924,ORD3923,24,Yes,Yes,2-Day Shipping,Spring,PROD2924
925,ORD3924,78,Yes,Yes,Standard,Winter,PROD2925
926,ORD3925,88,Yes,Yes,Express,Winter,PROD2926
927,ORD3926,63,Yes,Yes,Express,Spring,PROD2927
928,ORD3927,78,Yes,Yes,Standard,Summer,PROD2928
929,ORD3928,37,Yes,Yes,Store Pickup,Winter,PROD2929
930,ORD3929,94,Yes,Yes,2-Day Shipping,Fall,PROD2930
931,ORD3930,78,Yes,Yes,Store Pickup,Fall,PROD2931
932,ORD3931,36,Yes,Yes,Standard,Winter,PROD2932
933,ORD3932,24,Yes,Yes,Standard,Winter,PROD2933
934,ORD3933,84,Yes,Yes,Store Pickup,Spring,PROD2934
935,ORD3934,47,Yes,Yes,Express,Spring,PROD2935
936,ORD3935,51,Yes,Yes,Store Pickup,Fall,PROD2936
937,ORD3936,84,Yes,Yes,Free Shipping,Summer,PROD2937
938,ORD3937,24,Yes,Yes,Express,Summer,PROD2938
939,ORD3938,97,Yes,Yes,Free Shipping,Fall,PROD2939
940,ORD3939,89,Yes,Yes,Next Day Air,Winter,PROD2940
941,ORD3940,44,Yes,Yes,Store Pickup,Spring,PROD2941
942,ORD3941,35,Yes,Yes,2-Day Shipping,Winter,PROD2942
943,ORD3942,91,Yes,Yes,Express,Winter,PROD2943
944,ORD3943,63,Yes,Yes,Next Day Air,Winter,PROD2944
945,ORD3944,97,Yes,Yes,Express,Spring,PROD2945
946,ORD3945,38,Yes,Yes,Store Pickup,Summer,PROD2946
947,ORD3946,24,Yes,Yes,Next Day Air,Spring,PROD2947
948,ORD3947,32,Yes,Yes,Store Pickup,Winter,PROD2948
949,ORD3948,90,Yes,Yes,Express,Summer,PROD2949
950,ORD3949,36,Yes,Yes,Standard,Summer,PROD2950
951,ORD3950,37,Yes,Yes,Free Shipping,Winter,PROD2951
952,ORD3951,51,Yes,Yes,Express,Summer,PROD2952
953,ORD3952,71,Yes,Yes,2-Day Shipping,Fall,PROD2953
954,ORD3953,50,Yes,Yes,2-Day Shipping,Spring,PROD2954
955,ORD3954,74,Yes,Yes,Standard,Fall,PROD2955
956,ORD3955,75,Yes,Yes,Free Shipping,Summer,PROD2956
957,ORD3956,99,Yes,Yes,2-Day Shipping,Spring,PROD2957
958,ORD3957,23,Yes,Yes,Store Pickup,Spring,PROD2958
959,ORD3958,53,Yes,Yes,Free Shipping,Winter,PROD2959
960,ORD3959,99,Yes,Yes,Standard,Spring,PROD2960
961,ORD3960,48,Yes,Yes,Standard,Spring,PROD2961
962,ORD3961,72,Yes,Yes,Next Day Air,Fall,PROD2962
963,ORD3962,64,Yes,Yes,Standard,Spring,PROD2963
964,ORD3963,63,Yes,Yes,2-Day Shipping,Spring,PROD2964
965,ORD3964,51,Yes,Yes,Next Day Air,Spring,PROD2965
966,ORD3965,55,Yes,Yes,Store Pickup,Spring,PROD2966
967,ORD3966,55,Yes,Yes,Express,Spring,PROD2967
968,ORD3967,26,Yes,Yes,Store Pickup,Summer,PROD2968
969,ORD3968,67,Yes,Yes,Next Day Air,Summer,PROD2969
970,ORD3969,31,Yes,Yes,Express,Fall,PROD2970
971,ORD3970,66,Yes,Yes,Free Shipping,Winter,PROD2971
972,ORD3971,67,Yes,Yes,Next Day Air,Summer,PROD2972
973,ORD3972,61,Yes,Yes,Standard,Winter,PROD2973
974,ORD3973,75,Yes,Yes,2-Day Shipping,Fall,PROD2974
975,ORD3974,90,Yes,Yes,2-Day Shipping,Spring,PROD2975
976,ORD3975,40,Yes,Yes,2-Day Shipping,Summer,PROD2976
977,ORD3976,90,Yes,Yes,Express,Fall,PROD2977
978,ORD3977,20,Yes,Yes,Express,Spring,PROD2978
979,ORD3978,40,Yes,Yes,Standard,Summer,PROD2979
980,ORD3979,33,Yes,Yes,Store Pickup,Fall,PROD2980
981,ORD3980,98,Yes,Yes,Free Shipping,Spring,PROD2981
982,ORD3981,42,Yes,Yes,Next Day Air,Spring,PROD2982
983,ORD3982,62,Yes,Yes,Standard,Summer,PROD2983
984,ORD3983,45,Yes,Yes,Free Shipping,Winter,PROD2984
985,ORD3984,78,Yes,Yes,Free Shipping,Summer,PROD2985
986,ORD3985,80,Yes,Yes,Express,Fall,PROD2986
987,ORD3986,96,Yes,Yes,Store Pickup,Spring,PROD2987
988,ORD3987,47,Yes,Yes,Express,Summer,PROD2988
989,ORD3988,84,Yes,Yes,2-Day Shipping,Winter,PROD2989
990,ORD3989,31,Yes,Yes,Store Pickup,Spring,PROD2990
991,ORD3990,63,Yes,Yes,Store Pickup,Spring,PROD2991
992,ORD3991,97,Yes,Yes,Standard,Spring,PROD2992
993,ORD3992,99,Yes,Yes,Express,Winter,PROD2993
994,ORD3993,90,Yes,Yes,Store Pickup,Winter,PROD2994
995,ORD3994,68,Yes,Yes,Express,Fall,PROD2995
996,ORD3995,80,Yes,Yes,2-Day Shipping,Spring,PROD2996
997,ORD3996,91,Yes,Yes,Standard,Summer,PROD2997
998,ORD3997,30,Yes,Yes,Express,Spring,PROD2998
999,ORD3998,90,Yes,Yes,Next Day Air,Spring,PROD2999
1000,ORD3999,28,Yes,Yes,Standard,Spring,PROD3000
1001,ORD4000,46,Yes,Yes,Express,Winter,PROD3001
1002,ORD4001,60,Yes,Yes,Standard,Fall,PROD3002
1003,ORD4002,59,Yes,Yes,Store Pickup,Spring,PROD3003
1004,ORD4003,68,Yes,Yes,Store Pickup,Fall,PROD3004
1005,ORD4004,79,Yes,Yes,2-Day Shipping,Summer,PROD3005
1006,ORD4005,94,Yes,Yes,Store Pickup,Winter,PROD3006
1007,ORD4006,83,Yes,Yes,Next Day Air,Summer,PROD3007
1008,ORD4007,62,Yes,Yes,Standard,Spring,PROD3008
1009,ORD4008,85,Yes,Yes,Store Pickup,Spring,PROD3009
1010,ORD4009,30,Yes,Yes,Express,Summer,PROD3010
1011,ORD4010,24,Yes,Yes,2-Day Shipping,Spring,PROD3011
1012,ORD4011,25,Yes,Yes,Next Day Air,Spring,PROD3012
1013,ORD4012,37,Yes,Yes,Express,Summer,PROD3013
1014,ORD4013,69,Yes,Yes,2-Day Shipping,Summer,PROD3014
1015,ORD4014,97,Yes,Yes,Standard,Summer,PROD3015
1016,ORD4015,24,Yes,Yes,Standard,Summer,PROD3016
1017,ORD4016,30,Yes,Yes,Express,Summer,PROD3017
1018,ORD4017,53,Yes,Yes,Express,Fall,PROD3018
1019,ORD4018,70,Yes,Yes,Next Day Air,Spring,PROD3019
1020,ORD4019,76,Yes,Yes,Standard,Winter,PROD3020
1021,ORD4020,95,Yes,Yes,Express,Fall,PROD3021
1022,ORD4021,51,Yes,Yes,2-Day Shipping,Winter,PROD3022
1023,ORD4022,41,Yes,Yes,Store Pickup,Winter,PROD3023
1024,ORD4023,71,Yes,Yes,Free Shipping,Winter,PROD3024
1025,ORD4024,66,Yes,Yes,Free Shipping,Summer,PROD3025
1026,ORD4025,84,Yes,Yes,Free Shipping,Winter,PROD3026
1027,ORD4026,95,Yes,Yes,Express,Winter,PROD3027
1028,ORD4027,90,Yes,Yes,Next Day Air,Summer,PROD3028
1029,ORD4028,36,Yes,Yes,Standard,Summer,PROD3029
1030,ORD4029,22,Yes,Yes,2-Day Shipping,Spring,PROD3030
1031,ORD4030,89,Yes,Yes,Next Day Air,Winter,PROD3031
1032,ORD4031,50,Yes,Yes,Free Shipping,Spring,PROD3032
1033,ORD4032,36,Yes,Yes,Free Shipping,Fall,PROD3033
1034,ORD4033,52,Yes,Yes,Free Shipping,Spring,PROD3034
1035,ORD4034,29,Yes,Yes,Next Day Air,Fall,PROD3035
1036,ORD4035,89,Yes,Yes,Express,Fall,PROD3036
1037,ORD4036,47,Yes,Yes,2-Day Shipping,Fall,PROD3037
1038,ORD4037,25,Yes,Yes,Standard,Spring,PROD3038
1039,ORD4038,74,Yes,Yes,Express,Fall,PROD3039
1040,ORD4039,46,Yes,Yes,Standard,Fall,PROD3040
1041,ORD4040,22,Yes,Yes,Next Day Air,Fall,PROD3041
1042,ORD4041,25,Yes,Yes,Next Day Air,Summer,PROD3042
1043,ORD4042,80,Yes,Yes,Next Day Air,Spring,PROD3043
1044,ORD4043,76,Yes,Yes,2-Day Shipping,Spring,PROD3044
1045,ORD4044,30,Yes,Yes,Next Day Air,Summer,PROD3045
1046,ORD4045,79,Yes,Yes,2-Day Shipping,Fall,PROD3046
1047,ORD4046,22,Yes,Yes,Standard,Winter,PROD3047
1048,ORD4047,36,Yes,Yes,Standard,Fall,PROD3048
1049,ORD4048,77,Yes,Yes,Standard,Fall,PROD3049
1050,ORD4049,33,Yes,Yes,Store Pickup,Fall,PROD3050
1051,ORD4050,64,Yes,Yes,Next Day Air,Winter,PROD3051
1052,ORD4051,53,Yes,Yes,Free Shipping,Fall,PROD3052
1053,ORD4052,36,Yes,Yes,2-Day Shipping,Fall,PROD3053
1054,ORD4053,70,Yes,Yes,2-Day Shipping,Spring,PROD3054
1055,ORD4054,96,Yes,Yes,Express,Winter,PROD3055
1056,ORD4055,27,Yes,Yes,Next Day Air,Spring,PROD3056
1057,ORD4056,64,Yes,Yes,2-Day Shipping,Winter,PROD3057
1058,ORD4057,23,Yes,Yes,2-Day Shipping,Spring,PROD3058
1059,ORD4058,33,Yes,Yes,Next Day Air,Summer,PROD3059
1060,ORD4059,34,Yes,Yes,Standard,Winter,PROD3060
1061,ORD4060,35,Yes,Yes,Next Day Air,Summer,PROD3061
1062,ORD4061,62,Yes,Yes,Free Shipping,Summer,PROD3062
1063,ORD4062,75,Yes,Yes,Next Day Air,Fall,PROD3063
1064,ORD4063,29,Yes,Yes,Free Shipping,Summer,PROD3064
1065,ORD4064,28,Yes,Yes,Express,Spring,PROD3065
1066,ORD4065,20,Yes,Yes,Store Pickup,Spring,PROD3066
1067,ORD4066,96,Yes,Yes,Store Pickup,Winter,PROD3067
1068,ORD4067,43,Yes,Yes,2-Day Shipping,Summer,PROD3068
1069,ORD4068,94,Yes,Yes,Standard,Fall,PROD3069
1070,ORD4069,81,Yes,Yes,Next Day Air,Fall,PROD3070
1071,ORD4070,75,Yes,Yes,Free Shipping,Summer,PROD3071
1072,ORD4071,81,Yes,Yes,Express,Summer,PROD3072
1073,ORD4072,92,Yes,Yes,Express,Fall,PROD3073
1074,ORD4073,96,Yes,Yes,Store Pickup,Spring,PROD3074
1075,ORD4074,71,Yes,Yes,Standard,Fall,PROD3075
1076,ORD4075,50,Yes,Yes,Next Day Air,Summer,PROD3076
1077,ORD4076,72,Yes,Yes,Standard,Spring,PROD3077
1078,ORD4077,28,Yes,Yes,Standard,Winter,PROD3078
1079,ORD4078,59,Yes,Yes,Express,Fall,PROD3079
1080,ORD4079,33,Yes,Yes,Free Shipping,Summer,PROD3080
1081,ORD4080,59,Yes,Yes,Express,Fall,PROD3081
1082,ORD4081,30,Yes,Yes,Standard,Spring,PROD3082
1083,ORD4082,85,Yes,Yes,Next Day Air,Winter,PROD3083
1084,ORD4083,97,Yes,Yes,Store Pickup,Summer,PROD3084
1085,ORD4084,36,Yes,Yes,Next Day Air,Fall,PROD3085
1086,ORD4085,85,Yes,Yes,Store Pickup,Winter,PROD3086
1087,ORD4086,62,Yes,Yes,Free Shipping,Winter,PROD3087
1088,ORD4087,71,Yes,Yes,Next Day Air,Winter,PROD3088
1089,ORD4088,21,Yes,Yes,Free Shipping,Winter,PROD3089
1090,ORD4089,61,Yes,Yes,Next Day Air,Spring,PROD3090
1091,ORD4090,58,Yes,Yes,Store Pickup,Spring,PROD3091
1092,ORD4091,80,Yes,Yes,Store Pickup,Spring,PROD3092
1093,ORD4092,50,Yes,Yes,2-Day Shipping,Spring,PROD3093
1094,ORD4093,48,Yes,Yes,2-Day Shipping,Winter,PROD3094
1095,ORD4094,40,Yes,Yes,Next Day Air,Winter,PROD3095
1096,ORD4095,34,Yes,Yes,Free Shipping,Summer,PROD3096
1097,ORD4096,46,Yes,Yes,Standard,Fall,PROD3097
1098,ORD4097,27,Yes,Yes,Store Pickup,Summer,PROD3098
1099,ORD4098,98,Yes,Yes,Next Day Air,Spring,PROD3099
1100,ORD4099,73,Yes,Yes,Next Day Air,Fall,PROD3100
1101,ORD4100,28,Yes,Yes,Express,Spring,PROD3101
1102,ORD4101,76,Yes,Yes,Free Shipping,Fall,PROD3102
1103,ORD4102,83,Yes,Yes,Express,Fall,PROD3103
1104,ORD4103,23,Yes,Yes,Free Shipping,Spring,PROD3104
1105,ORD4104,28,Yes,Yes,Express,Fall,PROD3105
1106,ORD4105,83,Yes,Yes,Next Day Air,Spring,PROD3106
1107,ORD4106,96,Yes,Yes,Store Pickup,Winter,PROD3107
1108,ORD4107,62,Yes,Yes,Store Pickup,Fall,PROD3108
1109,ORD4108,25,Yes,Yes,Standard,Fall,PROD3109
1110,ORD4109,97,Yes,Yes,Next Day Air,Winter,PROD3110
1111,ORD4110,61,Yes,Yes,Standard,Fall,PROD3111
1112,ORD4111,66,Yes,Yes,Next Day Air,Summer,PROD3112
1113,ORD4112,67,Yes,Yes,Free Shipping,Spring,PROD3113
1114,ORD4113,80,Yes,Yes,Next Day Air,Summer,PROD3114
1115,ORD4114,25,Yes,Yes,Next Day Air,Fall,PROD3115
1116,ORD4115,58,Yes,Yes,2-Day Shipping,Fall,PROD3116
1117,ORD4116,96,Yes,Yes,Express,Winter,PROD3117
1118,ORD4117,77,Yes,Yes,Store Pickup,Spring,PROD3118
1119,ORD4118,65,Yes,Yes,Standard,Summer,PROD3119
1120,ORD4119,36,Yes,Yes,Standard,Spring,PROD3120
1121,ORD4120,84,Yes,Yes,Next Day Air,Winter,PROD3121
1122,ORD4121,58,Yes,Yes,Express,Fall,PROD3122
1123,ORD4122,62,Yes,Yes,2-Day Shipping,Spring,PROD3123
1124,ORD4123,67,Yes,Yes,Store Pickup,Fall,PROD3124
1125,ORD4124,20,Yes,Yes,Express,Spring,PROD3125
1126,ORD4125,90,Yes,Yes,2-Day Shipping,Summer,PROD3126
1127,ORD4126,58,Yes,Yes,Standard,Winter,PROD3127
1128,ORD4127,53,Yes,Yes,Store Pickup,Spring,PROD3128
1129,ORD4128,30,Yes,Yes,Next Day Air,Winter,PROD3129
1130,ORD4129,65,Yes,Yes,Express,Winter,PROD3130
1131,ORD4130,41,Yes,Yes,Standard,Summer,PROD3131
1132,ORD4131,73,Yes,Yes,Express,Spring,PROD3132
1133,ORD4132,98,Yes,Yes,Store Pickup,Spring,PROD3133
1134,ORD4133,36,Yes,Yes,2-Day Shipping,Winter,PROD3134
1135,ORD4134,81,Yes,Yes,Express,Summer,PROD3135
1136,ORD4135,90,Yes,Yes,2-Day Shipping,Winter,PROD3136
1137,ORD4136,83,Yes,Yes,Free Shipping,Summer,PROD3137
1138,ORD4137,91,Yes,Yes,2-Day Shipping,Winter,PROD3138
1139,ORD4138,36,Yes,Yes,Express,Summer,PROD3139
1140,ORD4139,53,Yes,Yes,Standard,Spring,PROD3140
1141,ORD4140,39,Yes,Yes,Store Pickup,Winter,PROD3141
1142,ORD4141,33,Yes,Yes,Next Day Air,Winter,PROD3142
1143,ORD4142,76,Yes,Yes,Store Pickup,Spring,PROD3143
1144,ORD4143,23,Yes,Yes,Standard,Winter,PROD3144
1145,ORD4144,54,Yes,Yes,2-Day Shipping,Fall,PROD3145
1146,ORD4145,89,Yes,Yes,Express,Summer,PROD3146
1147,ORD4146,38,Yes,Yes,Standard,Summer,PROD3147
1148,ORD4147,36,Yes,Yes,Next Day Air,Winter,PROD3148
1149,ORD4148,66,Yes,Yes,Store Pickup,Spring,PROD3149
1150,ORD4149,42,Yes,Yes,Store Pickup,Spring,PROD3150
1151,ORD4150,36,Yes,Yes,Next Day Air,Winter,PROD3151
1152,ORD4151,86,Yes,Yes,Express,Spring,PROD3152
1153,ORD4152,49,Yes,Yes,Standard,Fall,PROD3153
1154,ORD4153,41,Yes,Yes,Free Shipping,Summer,PROD3154
1155,ORD4154,82,Yes,Yes,2-Day Shipping,Spring,PROD3155
1156,ORD4155,53,Yes,Yes,Express,Fall,PROD3156
1157,ORD4156,21,Yes,Yes,Express,Summer,PROD3157
1158,ORD4157,66,Yes,Yes,Standard,Fall,PROD3158
1159,ORD4158,89,Yes,Yes,2-Day Shipping,Summer,PROD3159
1160,ORD4159,55,Yes,Yes,2-Day Shipping,Fall,PROD3160
1161,ORD4160,42,Yes,Yes,Next Day Air,Summer,PROD3161
1162,ORD4161,52,Yes,Yes,2-Day Shipping,Fall,PROD3162
1163,ORD4162,92,Yes,Yes,Express,Winter,PROD3163
1164,ORD4163,56,Yes,Yes,2-Day Shipping,Summer,PROD3164
1165,ORD4164,96,Yes,Yes,Standard,Winter,PROD3165
1166,ORD4165,64,Yes,Yes,Next Day Air,Winter,PROD3166
1167,ORD4166,48,Yes,Yes,Store Pickup,Winter,PROD3167
1168,ORD4167,83,Yes,Yes,Free Shipping,Summer,PROD3168
1169,ORD4168,91,Yes,Yes,Standard,Summer,PROD3169
1170,ORD4169,94,Yes,Yes,2-Day Shipping,Fall,PROD3170
1171,ORD4170,62,Yes,Yes,Express,Spring,PROD3171
1172,ORD4171,55,Yes,Yes,Next Day Air,Spring,PROD3172
1173,ORD4172,68,Yes,Yes,Store Pickup,Spring,PROD3173
1174,ORD4173,76,Yes,Yes,Express,Winter,PROD3174
1175,ORD4174,31,Yes,Yes,Express,Winter,PROD3175
1176,ORD4175,81,Yes,Yes,Store Pickup,Spring,PROD3176
1177,ORD4176,83,Yes,Yes,Free Shipping,Winter,PROD3177
1178,ORD4177,21,Yes,Yes,Standard,Spring,PROD3178
1179,ORD4178,22,Yes,Yes,Express,Spring,PROD3179
1180,ORD4179,33,Yes,Yes,Free Shipping,Summer,PROD3180
1181,ORD4180,23,Yes,Yes,Standard,Spring,PROD3181
1182,ORD4181,96,Yes,Yes,Free Shipping,Summer,PROD3182
1183,ORD4182,21,Yes,Yes,Express,Spring,PROD3183
1184,ORD4183,39,Yes,Yes,2-Day Shipping,Spring,PROD3184
1185,ORD4184,73,Yes,Yes,Express,Fall,PROD3185
1186,ORD4185,64,Yes,Yes,Standard,Spring,PROD3186
1187,ORD4186,68,Yes,Yes,2-Day Shipping,Summer,PROD3187
1188,ORD4187,89,Yes,Yes,Express,Fall,PROD3188
1189,ORD4188,29,Yes,Yes,Next Day Air,Summer,PROD3189
1190,ORD4189,97,Yes,Yes,Free Shipping,Summer,PROD3190
1191,ORD4190,45,Yes,Yes,Next Day Air,Winter,PROD3191
1192,ORD4191,70,Yes,Yes,Free Shipping,Winter,PROD3192
1193,ORD4192,56,Yes,Yes,2-Day Shipping,Summer,PROD3193
1194,ORD4193,55,Yes,Yes,2-Day Shipping,Fall,PROD3194
1195,ORD4194,46,Yes,Yes,2-Day Shipping,Winter,PROD3195
1196,ORD4195,95,Yes,Yes,2-Day Shipping,Winter,PROD3196
1197,ORD4196,88,Yes,Yes,2-Day Shipping,Winter,PROD3197
1198,ORD4197,92,Yes,Yes,Standard,Fall,PROD3198
1199,ORD4198,49,Yes,Yes,2-Day Shipping,Summer,PROD3199
1200,ORD4199,89,Yes,Yes,Free Shipping,Fall,PROD3200
1201,ORD4200,22,Yes,Yes,Store Pickup,Winter,PROD3201
1202,ORD4201,61,Yes,Yes,2-Day Shipping,Summer,PROD3202
1203,ORD4202,29,Yes,Yes,Standard,Spring,PROD3203
1204,ORD4203,82,Yes,Yes,Free Shipping,Winter,PROD3204
1205,ORD4204,94,Yes,Yes,2-Day Shipping,Spring,PROD3205
1206,ORD4205,99,Yes,Yes,Standard,Spring,PROD3206
1207,ORD4206,59,Yes,Yes,Free Shipping,Fall,PROD3207
1208,ORD4207,90,Yes,Yes,Next Day Air,Summer,PROD3208
1209,ORD4208,100,Yes,Yes,2-Day Shipping,Winter,PROD3209
1210,ORD4209,62,Yes,Yes,Next Day Air,Winter,PROD3210
1211,ORD4210,78,Yes,Yes,Next Day Air,Fall,PROD3211
1212,ORD4211,94,Yes,Yes,Store Pickup,Spring,PROD3212
1213,ORD4212,74,Yes,Yes,Free Shipping,Summer,PROD3213
1214,ORD4213,52,Yes,Yes,Express,Spring,PROD3214
1215,ORD4214,81,Yes,Yes,Free Shipping,Fall,PROD3215
1216,ORD4215,20,Yes,Yes,2-Day Shipping,Winter,PROD3216
1217,ORD4216,32,Yes,Yes,Free Shipping,Summer,PROD3217
1218,ORD4217,63,Yes,Yes,Free Shipping,Fall,PROD3218
1219,ORD4218,79,Yes,Yes,Store Pickup,Spring,PROD3219
1220,ORD4219,23,Yes,Yes,Next Day Air,Winter,PROD3220
1221,ORD4220,64,Yes,Yes,Express,Winter,PROD3221
1222,ORD4221,69,Yes,Yes,Standard,Winter,PROD3222
1223,ORD4222,69,Yes,Yes,Store Pickup,Fall,PROD3223
1224,ORD4223,24,Yes,Yes,Free Shipping,Winter,PROD3224
1225,ORD4224,50,Yes,Yes,Store Pickup,Summer,PROD3225
1226,ORD4225,97,Yes,Yes,Free Shipping,Fall,PROD3226
1227,ORD4226,91,Yes,Yes,Store Pickup,Fall,PROD3227
1228,ORD4227,37,Yes,Yes,Store Pickup,Spring,PROD3228
1229,ORD4228,55,Yes,Yes,Express,Winter,PROD3229
1230,ORD4229,52,Yes,Yes,Express,Winter,PROD3230
1231,ORD4230,80,Yes,Yes,Standard,Spring,PROD3231
1232,ORD4231,79,Yes,Yes,2-Day Shipping,Spring,PROD3232
1233,ORD4232,23,Yes,Yes,Free Shipping,Summer,PROD3233
1234,ORD4233,73,Yes,Yes,Next Day Air,Winter,PROD3234
1235,ORD4234,99,Yes,Yes,Store Pickup,Fall,PROD3235
1236,ORD4235,22,Yes,Yes,Store Pickup,Spring,PROD3236
1237,ORD4236,68,Yes,Yes,Store Pickup,Summer,PROD3237
1238,ORD4237,92,Yes,Yes,2-Day Shipping,Spring,PROD3238
1239,ORD4238,77,Yes,Yes,Express,Winter,PROD3239
1240,ORD4239,37,Yes,Yes,Standard,Spring,PROD3240
1241,ORD4240,79,Yes,Yes,Store Pickup,Winter,PROD3241
1242,ORD4241,51,Yes,Yes,Express,Winter,PROD3242
1243,ORD4242,27,Yes,Yes,Next Day Air,Summer,PROD3243
1244,ORD4243,23,Yes,Yes,Store Pickup,Spring,PROD3244
1245,ORD4244,76,Yes,Yes,2-Day Shipping,Summer,PROD3245
1246,ORD4245,31,Yes,Yes,Standard,Fall,PROD3246
1247,ORD4246,60,Yes,Yes,Standard,Winter,PROD3247
1248,ORD4247,99,Yes,Yes,Express,Spring,PROD3248
1249,ORD4248,37,Yes,Yes,Free Shipping,Winter,PROD3249
1250,ORD4249,50,Yes,Yes,Express,Winter,PROD3250
1251,ORD4250,26,Yes,Yes,Free Shipping,Winter,PROD3251
1252,ORD4251,86,Yes,Yes,Next Day Air,Spring,PROD3252
1253,ORD4252,41,Yes,Yes,Standard,Fall,PROD3253
1254,ORD4253,23,Yes,Yes,Express,Winter,PROD3254
1255,ORD4254,56,Yes,Yes,2-Day Shipping,Spring,PROD3255
1256,ORD4255,68,Yes,Yes,Standard,Fall,PROD3256
1257,ORD4256,48,Yes,Yes,Express,Winter,PROD3257
1258,ORD4257,67,Yes,Yes,Free Shipping,Spring,PROD3258
1259,ORD4258,87,Yes,Yes,2-Day Shipping,Spring,PROD3259
1260,ORD4259,64,Yes,Yes,Standard,Fall,PROD3260
1261,ORD4260,93,Yes,Yes,Store Pickup,Spring,PROD3261
1262,ORD4261,29,Yes,Yes,Next Day Air,Summer,PROD3262
1263,ORD4262,62,Yes,Yes,Store Pickup,Winter,PROD3263
1264,ORD4263,70,Yes,Yes,2-Day Shipping,Winter,PROD3264
1265,ORD4264,92,Yes,Yes,Next Day Air,Winter,PROD3265
1266,ORD4265,79,Yes,Yes,Next Day Air,Spring,PROD3266
1267,ORD4266,31,Yes,Yes,Standard,Fall,PROD3267
1268,ORD4267,83,Yes,Yes,Standard,Spring,PROD3268
1269,ORD4268,88,Yes,Yes,Next Day Air,Winter,PROD3269
1270,ORD4269,53,Yes,Yes,Standard,Spring,PROD3270
1271,ORD4270,98,Yes,Yes,Standard,Fall,PROD3271
1272,ORD4271,57,Yes,Yes,Store Pickup,Spring,PROD3272
1273,ORD4272,80,Yes,Yes,Express,Winter,PROD3273
1274,ORD4273,29,Yes,Yes,Next Day Air,Spring,PROD3274
1275,ORD4274,73,Yes,Yes,2-Day Shipping,Spring,PROD3275
1276,ORD4275,32,Yes,Yes,Standard,Fall,PROD3276
1277,ORD4276,68,Yes,Yes,Next Day Air,Spring,PROD3277
1278,ORD4277,97,Yes,Yes,Express,Spring,PROD3278
1279,ORD4278,98,Yes,Yes,Next Day Air,Fall,PROD3279
1280,ORD4279,56,Yes,Yes,Express,Fall,PROD3280
1281,ORD4280,78,Yes,Yes,2-Day Shipping,Winter,PROD3281
1282,ORD4281,81,Yes,Yes,Store Pickup,Spring,PROD3282
1283,ORD4282,68,Yes,Yes,Free Shipping,Winter,PROD3283
1284,ORD4283,94,Yes,Yes,2-Day Shipping,Winter,PROD3284
1285,ORD4284,93,Yes,Yes,Express,Spring,PROD3285
1286,ORD4285,99,Yes,Yes,Next Day Air,Fall,PROD3286
1287,ORD4286,49,Yes,Yes,Next Day Air,Winter,PROD3287
1288,ORD4287,28,Yes,Yes,Standard,Winter,PROD3288
1289,ORD4288,93,Yes,Yes,Standard,Winter,PROD3289
1290,ORD4289,24,Yes,Yes,Next Day Air,Fall,PROD3290
1291,ORD4290,35,Yes,Yes,Free Shipping,Spring,PROD3291
1292,ORD4291,68,Yes,Yes,2-Day Shipping,Spring,PROD3292
1293,ORD4292,61,Yes,Yes,Free Shipping,Summer,PROD3293
1294,ORD4293,74,Yes,Yes,Standard,Fall,PROD3294
1295,ORD4294,64,Yes,Yes,Standard,Summer,PROD3295
1296,ORD4295,60,Yes,Yes,Standard,Fall,PROD3296
1297,ORD4296,29,Yes,Yes,Express,Spring,PROD3297
1298,ORD4297,85,Yes,Yes,Standard,Summer,PROD3298
1299,ORD4298,81,Yes,Yes,Free Shipping,Summer,PROD3299
1300,ORD4299,23,Yes,Yes,2-Day Shipping,Fall,PROD3300
1301,ORD4300,100,Yes,Yes,Next Day Air,Spring,PROD3301
1302,ORD4301,54,Yes,Yes,Express,Fall,PROD3302
