Customer ID,Age,Gender,Subscription Status,Location,Previous Purchases,Frequency of Purchases,Payment Method
1006,43,Male,Yes,New York,5,Bi-Weekly,Credit Card
1007,21,Male,Yes,Michigan,50,Quarterly,Credit Card
1008,58,Male,Yes,Georgia,2,Annually,Venmo
1009,41,Male,Yes,New Mexico,29,Annually,Cash
1010,39,Male,Yes,Louisiana,11,Annually,Bank Transfer
1011,54,Male,Yes,South Dakota,37,Fortnightly,PayPal
1012,43,Male,Yes,Montana,32,Fortnightly,PayPal
1013,28,Male,Yes,New Mexico,27,Annually,Cash
1014,59,Male,Yes,South Carolina,31,Bi-Weekly,Bank Transfer
1015,28,Male,Yes,Ohio,36,Fortnightly,Bank Transfer
1016,68,Male,Yes,North Carolina,34,Weekly,Debit Card
1017,20,Male,Yes,Idaho,15,Every 3 Months,Cash
1018,21,Male,Yes,Oklahoma,14,Annually,Cash
1019,50,Male,Yes,Georgia,46,Weekly,Credit Card
1020,32,Male,Yes,Kentucky,33,Bi-Weekly,Debit Card
1021,24,Male,Yes,Delaware,41,Annually,Bank Transfer
1022,55,Male,Yes,Massachusetts,39,Weekly,Credit Card
1023,61,Male,Yes,Nebraska,7,Annually,Cash
1024,61,Male,Yes,Maine,29,Every 3 Months,Bank Transfer
1025,28,Male,Yes,Pennsylvania,18,Quarterly,Debit Card
1026,60,Male,Yes,Nebraska,15,Annually,Bank Transfer
1027,49,Male,Yes,Virginia,39,Bi-Weekly,Venmo
1028,33,Male,Yes,Ohio,11,Monthly,Cash
1029,45,Male,Yes,Nebraska,4,Fortnightly,Venmo
1030,29,Male,Yes,Ohio,33,Bi-Weekly,Credit Card
1031,58,Male,Yes,Kentucky,37,Quarterly,Credit Card
1032,22,Male,Yes,Tennessee,32,Quarterly,Cash
1033,55,Male,Yes,Maine,44,Quarterly,Bank Transfer
1034,19,Male,Yes,Montana,41,Quarterly,Credit Card
1035,68,Male,Yes,Maryland,44,Weekly,Venmo
1036,61,Male,Yes,Georgia,32,Annually,Venmo
1037,68,Male,Yes,Hawaii,13,Monthly,Credit Card
1038,52,Male,Yes,Rhode Island,48,Quarterly,Bank Transfer
1039,41,Male,Yes,Nebraska,3,Weekly,Bank Transfer
1040,29,Male,Yes,Michigan,39,Monthly,PayPal
1041,68,Male,Yes,North Carolina,7,Fortnightly,Venmo
1042,36,Male,Yes,Minnesota,11,Fortnightly,Venmo
1043,55,Male,Yes,Maryland,47,Weekly,Venmo
1044,28,Male,Yes,Hawaii,28,Fortnightly,Bank Transfer
1045,39,Male,Yes,Oregon,17,Every 3 Months,Credit Card
1046,54,Male,Yes,New Mexico,11,Bi-Weekly,Cash
1047,40,Male,Yes,Illinois,12,Annually,Credit Card
1048,31,Male,Yes,Utah,7,Fortnightly,Debit Card
1049,30,Male,Yes,Maine,19,Fortnightly,Cash
1050,45,Male,Yes,Virginia,24,Quarterly,Credit Card
1051,48,Male,Yes,Florida,19,Monthly,Credit Card
1052,45,Male,Yes,Ohio,39,Annually,PayPal
1053,60,Male,Yes,Virginia,1,Fortnightly,Venmo
1054,59,Male,No,Kansas,10,Bi-Weekly,Cash
1055,18,Male,No,Arkansas,48,Quarterly,Debit Card
1056,70,Male,No,Massachusetts,24,Annually,PayPal
1057,20,Male,No,Idaho,42,Fortnightly,Debit Card
1058,65,Male,No,Wisconsin,20,Weekly,Bank Transfer
1059,29,Male,No,New Mexico,49,Every 3 Months,Credit Card
1060,22,Male,No,North Carolina,25,Monthly,Venmo
1061,27,Male,No,Iowa,21,Every 3 Months,PayPal
1062,36,Male,No,Idaho,12,Every 3 Months,Debit Card
1063,59,Male,No,Ohio,21,Every 3 Months,Venmo
1064,62,Male,No,Alabama,35,Monthly,Bank Transfer
1065,34,Male,No,Wyoming,42,Every 3 Months,Debit Card
1066,59,Male,No,Alabama,3,Every 3 Months,Cash
1067,49,Male,No,Mississippi,11,Bi-Weekly,Credit Card
1068,18,Male,No,Pennsylvania,22,Quarterly,Venmo
1069,55,Male,No,Wyoming,47,Weekly,Bank Transfer
1070,38,Male,No,Maryland,33,Every 3 Months,Credit Card
1071,50,Male,No,North Carolina,50,Weekly,Venmo
1072,61,Male,No,Pennsylvania,46,Monthly,Cash
1073,48,Male,No,Idaho,34,Fortnightly,Bank Transfer
1074,22,Male,No,California,33,Monthly,Cash
1075,48,Male,No,Tennessee,45,Fortnightly,PayPal
1076,57,Male,No,Missouri,32,Bi-Weekly,Debit Card
1077,33,Male,No,North Dakota,47,Bi-Weekly,Bank Transfer
1078,58,Male,No,West Virginia,5,Quarterly,Cash
1079,37,Male,No,Arizona,49,Fortnightly,Cash
1080,18,Male,No,Oklahoma,48,Monthly,Bank Transfer
1081,65,Male,No,Pennsylvania,22,Every 3 Months,Bank Transfer
1082,62,Male,No,Idaho,45,Annually,Cash
1083,54,Male,No,South Carolina,30,Quarterly,PayPal
1084,35,Male,No,Washington,43,Weekly,Credit Card
1085,34,Male,No,Arkansas,48,Quarterly,Credit Card
1086,25,Male,No,Utah,23,Fortnightly,PayPal
1087,53,Male,No,Alaska,27,Bi-Weekly,PayPal
1088,45,Male,No,West Virginia,7,Monthly,PayPal
1089,49,Male,No,Louisiana,2,Weekly,Bank Transfer
1090,40,Male,No,Arizona,33,Bi-Weekly,Debit Card
1091,38,Male,No,Connecticut,27,Fortnightly,Bank Transfer
1092,44,Male,No,North Carolina,6,Fortnightly,Cash
1093,68,Male,No,South Dakota,20,Quarterly,Credit Card
1094,60,Male,No,Delaware,46,Every 3 Months,PayPal
1095,25,Male,No,Connecticut,25,Quarterly,Credit Card
1096,19,Male,No,Tennessee,30,Quarterly,Debit Card
1097,57,Male,No,New Hampshire,48,Annually,Credit Card
1098,58,Male,No,Vermont,47,Weekly,Venmo
1099,49,Male,No,Idaho,27,Weekly,PayPal
1100,19,Male,No,North Carolina,45,Fortnightly,Cash
1101,50,Male,No,Nevada,2,Weekly,Debit Card
1102,30,Male,No,Delaware,39,Fortnightly,Cash
1103,52,Male,No,Texas,24,Fortnightly,Credit Card
1104,35,Male,No,Tennessee,8,Bi-Weekly,Debit Card
1105,35,Male,No,Delaware,8,Quarterly,Bank Transfer
1106,33,Male,No,Massachusetts,6,Every 3 Months,Credit Card
1107,52,Male,No,Minnesota,12,Fortnightly,Credit Card
1108,69,Male,No,Texas,26,Weekly,Venmo
1109,27,Male,No,Nebraska,50,Fortnightly,Venmo
1110,66,Male,No,Oklahoma,2,Weekly,Debit Card
1111,28,Male,No,Texas,31,Bi-Weekly,Debit Card
1112,22,Male,No,New York,4,Bi-Weekly,Bank Transfer
1113,69,Male,No,Washington,32,Quarterly,Credit Card
1114,28,Male,No,Maryland,11,Bi-Weekly,Cash
1115,55,Male,No,New Hampshire,47,Every 3 Months,Cash
1116,30,Male,No,New York,37,Weekly,Bank Transfer
1117,67,Male,No,Hawaii,39,Fortnightly,Venmo
1118,25,Male,No,California,24,Monthly,PayPal
1119,49,Male,No,Indiana,11,Every 3 Months,Debit Card
1120,34,Male,No,Louisiana,36,Weekly,Venmo
1121,22,Male,No,Pennsylvania,40,Monthly,Venmo
1122,63,Male,No,Florida,25,Quarterly,Cash
1123,70,Male,No,North Carolina,12,Annually,PayPal
1124,36,Male,No,Massachusetts,38,Monthly,Debit Card
1125,42,Male,No,Iowa,40,Quarterly,Debit Card
1126,27,Male,No,North Dakota,10,Weekly,Debit Card
1127,23,Male,No,Iowa,47,Fortnightly,Venmo
1128,50,Male,No,Delaware,22,Monthly,Venmo
1129,56,Male,No,New York,35,Monthly,PayPal
1130,37,Male,No,New Hampshire,46,Fortnightly,Credit Card
1131,67,Male,No,Kentucky,30,Bi-Weekly,Cash
1132,67,Male,No,Illinois,20,Monthly,Credit Card
1133,50,Male,No,North Carolina,25,Fortnightly,PayPal
1134,36,Male,No,Connecticut,29,Weekly,PayPal
1135,62,Male,No,Wisconsin,2,Every 3 Months,Bank Transfer
1136,65,Male,No,Massachusetts,32,Quarterly,PayPal
1137,23,Male,No,Illinois,37,Monthly,Debit Card
1138,46,Male,No,New Mexico,16,Every 3 Months,Credit Card
1139,18,Male,No,Iowa,32,Fortnightly,Venmo
1140,58,Male,No,Alabama,42,Bi-Weekly,PayPal
1141,31,Male,No,Maryland,6,Every 3 Months,Cash
1142,39,Male,No,Ohio,23,Fortnightly,Debit Card
1143,69,Male,No,Ohio,27,Bi-Weekly,Cash
1144,68,Male,No,Nevada,43,Quarterly,Cash
1145,41,Male,No,South Carolina,25,Fortnightly,PayPal
1146,31,Male,No,Nevada,30,Every 3 Months,Venmo
1147,48,Male,No,Wisconsin,7,Every 3 Months,Debit Card
1148,59,Male,No,Tennessee,17,Annually,PayPal
1149,34,Male,No,Florida,10,Fortnightly,Bank Transfer
1150,21,Male,No,Georgia,40,Annually,Cash
1151,29,Male,No,Kentucky,50,Bi-Weekly,Debit Card
1152,41,Male,No,Ohio,24,Weekly,Bank Transfer
1153,62,Male,No,Connecticut,8,Every 3 Months,Cash
1154,27,Male,No,Idaho,6,Quarterly,PayPal
1155,49,Male,No,Georgia,44,Bi-Weekly,Venmo
1156,67,Male,No,Tennessee,47,Quarterly,Debit Card
1157,20,Male,No,Hawaii,6,Every 3 Months,PayPal
1158,37,Male,No,Maryland,11,Quarterly,Credit Card
1159,69,Male,No,Nevada,41,Annually,Venmo
1160,66,Male,No,New Hampshire,46,Every 3 Months,Debit Card
1161,37,Male,No,North Dakota,9,Bi-Weekly,Cash
1162,63,Male,No,Oklahoma,37,Monthly,Bank Transfer
1163,47,Male,No,North Carolina,13,Weekly,Venmo
1164,26,Male,No,Tennessee,24,Monthly,Credit Card
1165,68,Male,No,Montana,47,Quarterly,Credit Card
1166,51,Male,No,Wisconsin,21,Every 3 Months,Cash
1167,48,Male,No,Connecticut,22,Fortnightly,Cash
1168,60,Male,No,New Jersey,16,Quarterly,PayPal
1169,68,Male,No,Mississippi,37,Fortnightly,PayPal
1170,25,Male,No,Wyoming,3,Annually,Venmo
1171,57,Male,No,Illinois,33,Bi-Weekly,Bank Transfer
1172,41,Male,No,Louisiana,15,Annually,Bank Transfer
1173,59,Male,No,Oregon,42,Bi-Weekly,Credit Card
1174,44,Male,No,South Dakota,42,Bi-Weekly,Credit Card
1175,42,Male,No,Michigan,19,Bi-Weekly,Cash
1176,35,Male,No,New Jersey,26,Quarterly,Credit Card
1177,36,Male,No,Oregon,39,Quarterly,Credit Card
1178,54,Male,No,Iowa,24,Monthly,Cash
1179,37,Male,No,South Carolina,23,Annually,Credit Card
1180,20,Male,No,Indiana,44,Annually,Debit Card
1181,23,Male,No,Oregon,34,Monthly,Cash
1182,61,Male,No,New York,43,Quarterly,Cash
1183,37,Male,No,New Mexico,45,Quarterly,Debit Card
1184,23,Male,No,Louisiana,4,Weekly,PayPal
1185,63,Male,No,South Carolina,19,Annually,Bank Transfer
1186,47,Male,No,Maine,29,Monthly,Debit Card
1187,63,Male,No,Indiana,27,Annually,Cash
1188,56,Male,No,Iowa,37,Every 3 Months,Cash
1189,68,Male,No,Mississippi,11,Weekly,Credit Card
1190,64,Male,No,Arkansas,28,Annually,Venmo
1191,62,Male,No,South Carolina,31,Weekly,Bank Transfer
1192,34,Male,No,Indiana,50,Quarterly,Debit Card
1193,49,Male,No,Florida,42,Quarterly,PayPal
1194,40,Male,No,Alaska,18,Fortnightly,Venmo
1195,50,Male,No,New York,6,Fortnightly,Debit Card
1196,25,Male,No,Texas,33,Monthly,Cash
1197,30,Male,No,North Dakota,13,Bi-Weekly,PayPal
1198,54,Male,No,Vermont,26,Annually,Debit Card
1199,40,Male,No,New Jersey,17,Annually,Bank Transfer
1200,49,Male,No,Maryland,3,Weekly,Credit Card
1201,27,Male,No,Connecticut,7,Weekly,Bank Transfer
1202,27,Male,No,Illinois,46,Fortnightly,Cash
1203,48,Male,No,Maryland,14,Every 3 Months,Bank Transfer
1204,40,Male,No,Minnesota,23,Annually,Bank Transfer
1205,67,Male,No,Florida,20,Every 3 Months,Bank Transfer
1206,52,Male,No,California,38,Fortnightly,Credit Card
1207,22,Male,No,Mississippi,16,Every 3 Months,Cash
1208,62,Male,No,Washington,48,Every 3 Months,Venmo
1209,20,Male,No,Wisconsin,8,Annually,Cash
1210,41,Male,No,Pennsylvania,16,Monthly,PayPal
1211,34,Male,No,Missouri,5,Quarterly,PayPal
1212,23,Male,No,Oklahoma,14,Every 3 Months,Venmo
1213,32,Male,No,Pennsylvania,18,Weekly,Venmo
1214,68,Male,No,Kentucky,14,Every 3 Months,Cash
1215,30,Male,No,Vermont,5,Every 3 Months,Cash
1216,66,Male,No,Oregon,15,Every 3 Months,Cash
1217,62,Male,No,Utah,3,Every 3 Months,PayPal
1218,50,Male,No,Nebraska,12,Every 3 Months,Debit Card
1219,55,Male,No,Pennsylvania,43,Every 3 Months,Venmo
1220,19,Male,No,Vermont,35,Bi-Weekly,Bank Transfer
1221,67,Male,No,Kentucky,36,Quarterly,Bank Transfer
1222,18,Male,No,Iowa,3,Quarterly,Bank Transfer
1223,58,Male,No,Indiana,27,Annually,Bank Transfer
1224,69,Male,No,Kansas,21,Weekly,Credit Card
1225,62,Male,No,Illinois,18,Weekly,Bank Transfer
1226,28,Male,No,North Carolina,16,Weekly,Credit Card
1227,53,Male,No,Ohio,18,Bi-Weekly,PayPal
1228,27,Male,No,Illinois,19,Bi-Weekly,Venmo
1229,55,Male,No,Indiana,1,Annually,Venmo
1230,34,Male,No,Kansas,39,Annually,Venmo
1231,25,Male,No,Illinois,49,Monthly,Debit Card
1232,66,Male,No,Pennsylvania,43,Fortnightly,Credit Card
1233,57,Male,No,New York,31,Every 3 Months,Cash
1234,46,Male,No,Utah,40,Every 3 Months,Cash
1235,38,Male,No,New Jersey,2,Bi-Weekly,Cash
1236,23,Male,No,Idaho,46,Every 3 Months,Bank Transfer
1237,42,Male,No,New Mexico,35,Every 3 Months,PayPal
1238,25,Male,No,Michigan,42,Quarterly,Credit Card
1239,55,Male,No,Wyoming,3,Fortnightly,PayPal
1240,62,Male,No,New Jersey,32,Every 3 Months,PayPal
1241,41,Male,No,New Jersey,48,Annually,Debit Card
1242,58,Male,No,Hawaii,34,Weekly,Cash
1243,56,Male,No,Nevada,15,Quarterly,Bank Transfer
1244,25,Male,No,New Hampshire,22,Annually,PayPal
1245,70,Male,No,Indiana,2,Monthly,Cash
1246,42,Male,No,New York,30,Weekly,Bank Transfer
1247,27,Male,No,Louisiana,27,Monthly,Credit Card
1248,65,Male,No,Virginia,18,Bi-Weekly,Bank Transfer
1249,62,Male,No,Wisconsin,8,Annually,Credit Card
1250,62,Male,No,Oregon,48,Fortnightly,PayPal
1251,52,Male,No,New Hampshire,24,Monthly,Cash
1252,56,Male,No,Indiana,43,Monthly,Debit Card
1253,28,Male,No,Massachusetts,8,Quarterly,Venmo
1254,39,Male,No,Montana,49,Annually,Venmo
1255,54,Male,No,California,2,Bi-Weekly,Cash
1256,30,Male,No,Indiana,38,Fortnightly,Credit Card
1257,45,Male,No,West Virginia,4,Fortnightly,Cash
1258,68,Male,No,Minnesota,31,Every 3 Months,Cash
1259,47,Male,No,Ohio,34,Every 3 Months,Debit Card
1260,68,Male,No,Minnesota,45,Monthly,Bank Transfer
1261,63,Male,No,Virginia,30,Quarterly,Venmo
1262,20,Male,No,Connecticut,2,Fortnightly,Venmo
1263,29,Male,No,Tennessee,44,Monthly,Debit Card
1264,41,Male,No,Delaware,1,Bi-Weekly,Bank Transfer
1265,52,Male,No,Vermont,1,Bi-Weekly,Venmo
1266,32,Male,No,Louisiana,27,Weekly,Bank Transfer
1267,20,Male,No,North Dakota,14,Every 3 Months,Cash
1268,47,Male,No,Oregon,41,Weekly,Credit Card
1269,23,Male,No,Idaho,25,Bi-Weekly,Venmo
1270,43,Male,No,Vermont,47,Quarterly,PayPal
1271,67,Male,No,West Virginia,20,Annually,Cash
1272,70,Male,No,Kentucky,42,Annually,Cash
1273,35,Male,No,Wisconsin,16,Monthly,Debit Card
1274,41,Male,No,Mississippi,32,Every 3 Months,Cash
1275,54,Male,No,Missouri,37,Quarterly,Cash
1276,55,Male,No,Arkansas,1,Monthly,PayPal
1277,51,Male,No,Wyoming,37,Weekly,PayPal
1278,19,Male,No,Rhode Island,5,Quarterly,Debit Card
1279,28,Male,No,Utah,31,Fortnightly,Credit Card
1280,63,Male,No,Maryland,18,Annually,PayPal
1281,30,Male,No,Georgia,39,Every 3 Months,PayPal
1282,29,Male,No,New Jersey,8,Bi-Weekly,Cash
1283,24,Male,No,New Hampshire,20,Monthly,Debit Card
1284,69,Male,No,Oregon,23,Every 3 Months,Credit Card
1285,65,Male,No,Arkansas,38,Fortnightly,Bank Transfer
1286,64,Male,No,North Carolina,45,Fortnightly,Venmo
1287,40,Male,No,West Virginia,44,Fortnightly,Bank Transfer
1288,24,Male,No,Utah,20,Monthly,Venmo
1289,66,Male,No,South Dakota,34,Bi-Weekly,Venmo
1290,35,Male,No,New Hampshire,10,Weekly,Debit Card
1291,67,Male,No,Maryland,3,Annually,Cash
1292,69,Male,No,South Dakota,23,Fortnightly,Venmo
1293,26,Male,No,Kentucky,42,Annually,Debit Card
1294,23,Male,No,Florida,30,Annually,Bank Transfer
1295,27,Male,No,Texas,21,Every 3 Months,Credit Card
1296,30,Male,No,New Mexico,50,Weekly,PayPal
1297,48,Male,No,South Dakota,16,Bi-Weekly,PayPal
1298,44,Male,No,New Jersey,32,Annually,Debit Card
1299,29,Male,No,Indiana,14,Fortnightly,Cash
1300,29,Male,No,Louisiana,42,Bi-Weekly,Bank Transfer
1301,67,Male,No,West Virginia,47,Every 3 Months,Cash
1302,42,Male,No,Maine,21,Weekly,Venmo
1303,23,Male,No,Idaho,37,Monthly,Bank Transfer
1304,34,Male,No,New York,10,Annually,Venmo
1305,64,Male,No,Montana,18,Every 3 Months,Bank Transfer
1306,31,Male,No,Mississippi,2,Every 3 Months,Venmo
1307,54,Male,No,Alaska,40,Annually,Cash
1308,23,Male,No,Missouri,43,Annually,PayPal
1309,59,Male,No,Rhode Island,14,Every 3 Months,Credit Card
1310,32,Male,No,Hawaii,41,Quarterly,Bank Transfer
1311,43,Male,No,South Carolina,38,Every 3 Months,Credit Card
1312,32,Male,No,Tennessee,12,Annually,Credit Card
1313,66,Male,No,Missouri,19,Monthly,Venmo
1314,70,Male,No,Missouri,23,Bi-Weekly,Cash
1315,42,Male,No,Missouri,49,Annually,Venmo
1316,56,Male,No,Mississippi,29,Quarterly,PayPal
1317,28,Male,No,Arkansas,14,Bi-Weekly,PayPal
1318,28,Male,No,Kentucky,19,Monthly,Credit Card
1319,52,Male,No,Connecticut,19,Bi-Weekly,Venmo
1320,65,Male,No,Oklahoma,48,Weekly,Credit Card
1321,56,Male,No,California,19,Annually,PayPal
1322,59,Male,No,Missouri,45,Every 3 Months,Credit Card
1323,23,Male,No,Washington,17,Quarterly,Credit Card
1324,58,Male,No,New York,15,Every 3 Months,Cash
1325,39,Male,No,Indiana,11,Fortnightly,Credit Card
1326,28,Male,No,Oregon,1,Monthly,Venmo
1327,40,Male,No,Texas,17,Monthly,Bank Transfer
1328,52,Male,No,Florida,37,Weekly,Credit Card
1329,37,Male,No,Rhode Island,40,Weekly,Debit Card
1330,70,Male,No,Texas,50,Every 3 Months,PayPal
1331,30,Male,No,Vermont,20,Bi-Weekly,Credit Card
1332,38,Male,No,Maryland,8,Bi-Weekly,Credit Card
1333,66,Male,No,Alaska,16,Quarterly,Bank Transfer
1334,29,Male,No,Idaho,9,Quarterly,Cash
1335,46,Male,No,West Virginia,12,Monthly,Debit Card
1336,56,Male,No,Nevada,26,Weekly,Credit Card
1337,23,Male,No,Oregon,44,Fortnightly,PayPal
1338,37,Male,No,Tennessee,19,Bi-Weekly,Venmo
1339,56,Male,No,Alabama,43,Fortnightly,Bank Transfer
1340,36,Male,No,Indiana,5,Every 3 Months,PayPal
1341,40,Male,No,Idaho,5,Every 3 Months,Credit Card
1342,26,Male,No,Rhode Island,31,Quarterly,Debit Card
1343,57,Male,No,Arizona,11,Monthly,Cash
1344,68,Male,No,Florida,34,Monthly,Venmo
1345,56,Male,No,New York,14,Annually,Credit Card
1346,40,Male,No,Nebraska,42,Weekly,Credit Card
1347,44,Male,No,Mississippi,15,Bi-Weekly,Credit Card
1348,44,Male,No,Vermont,47,Monthly,Venmo
1349,19,Male,No,Nebraska,23,Fortnightly,PayPal
1350,21,Male,No,South Carolina,23,Bi-Weekly,Bank Transfer
1351,31,Male,No,Delaware,1,Every 3 Months,Cash
1352,30,Male,No,Vermont,28,Quarterly,Credit Card
1353,65,Male,No,Indiana,37,Bi-Weekly,Bank Transfer
1354,39,Male,No,Oregon,4,Every 3 Months,Bank Transfer
1355,64,Male,No,Maryland,21,Quarterly,Debit Card
1356,59,Male,No,Florida,50,Bi-Weekly,Venmo
1357,49,Male,No,Indiana,34,Annually,Debit Card
1358,24,Male,No,Texas,20,Quarterly,Venmo
1359,19,Male,No,Nebraska,25,Every 3 Months,Debit Card
1360,27,Male,No,North Carolina,26,Fortnightly,Debit Card
1361,56,Male,No,Alabama,4,Annually,Bank Transfer
1362,49,Male,No,Alabama,39,Monthly,Cash
1363,41,Male,No,Colorado,29,Weekly,Cash
1364,36,Male,No,Wisconsin,47,Quarterly,Bank Transfer
1365,68,Male,No,Delaware,5,Every 3 Months,Cash
1366,28,Male,No,Indiana,18,Fortnightly,PayPal
1367,45,Male,No,Iowa,10,Fortnightly,Debit Card
1368,60,Male,No,Iowa,25,Quarterly,Venmo
1369,21,Male,No,Wisconsin,2,Weekly,Venmo
1370,32,Male,No,Iowa,48,Fortnightly,Cash
1371,27,Male,No,Montana,41,Every 3 Months,PayPal
1372,40,Male,No,Mississippi,42,Monthly,PayPal
1373,64,Male,No,Michigan,44,Bi-Weekly,Credit Card
1374,18,Male,No,Virginia,6,Quarterly,Credit Card
1375,22,Male,No,New York,5,Quarterly,Debit Card
1376,42,Male,No,Maine,8,Annually,Venmo
1377,57,Male,No,New Jersey,24,Annually,Cash
1378,33,Male,No,Maryland,42,Monthly,Credit Card
1379,37,Male,No,Kentucky,24,Weekly,PayPal
1380,21,Male,No,Minnesota,38,Bi-Weekly,Venmo
1381,51,Male,No,Massachusetts,41,Fortnightly,Bank Transfer
1382,30,Male,No,Illinois,48,Quarterly,Cash
1383,68,Male,No,Michigan,16,Quarterly,Venmo
1384,36,Male,No,Wisconsin,4,Monthly,Bank Transfer
1385,46,Male,No,Alaska,8,Weekly,Cash
1386,41,Male,No,Mississippi,1,Bi-Weekly,Debit Card
1387,68,Male,No,Oregon,4,Quarterly,Bank Transfer
1388,21,Male,No,Maryland,20,Monthly,Credit Card
1389,62,Male,No,Arkansas,40,Quarterly,Cash
1390,59,Male,No,Illinois,8,Fortnightly,Debit Card
1391,25,Male,No,Arkansas,42,Weekly,Venmo
1392,53,Male,No,Mississippi,38,Annually,Bank Transfer
1393,31,Male,No,Arkansas,34,Every 3 Months,Debit Card
1394,46,Male,No,Idaho,14,Fortnightly,Bank Transfer
1395,26,Male,No,Iowa,39,Weekly,PayPal
1396,47,Male,No,West Virginia,40,Bi-Weekly,Cash
1397,37,Male,No,Wisconsin,49,Monthly,Cash
1398,55,Male,No,Massachusetts,33,Annually,Cash
1399,30,Male,No,Texas,25,Weekly,Bank Transfer
1400,19,Male,No,Nebraska,48,Annually,Bank Transfer
1401,36,Male,No,Nevada,22,Every 3 Months,Venmo
1402,23,Male,No,Indiana,1,Weekly,Cash
1403,62,Male,No,North Dakota,47,Monthly,Bank Transfer
1404,26,Male,No,Georgia,20,Bi-Weekly,Bank Transfer
1405,36,Male,No,New Mexico,10,Weekly,Venmo
1406,33,Male,No,New Hampshire,39,Monthly,Cash
1407,32,Male,No,Washington,15,Monthly,Venmo
1408,56,Male,No,Nevada,11,Annually,Cash
1409,58,Male,No,Maine,38,Weekly,Debit Card
1410,34,Male,No,Idaho,41,Fortnightly,Credit Card
1411,61,Male,No,Tennessee,18,Annually,Venmo
1412,48,Male,No,Louisiana,13,Quarterly,PayPal
1413,25,Male,No,Michigan,43,Annually,Debit Card
1414,51,Male,No,New Hampshire,12,Quarterly,Venmo
1415,29,Male,No,Minnesota,3,Bi-Weekly,Debit Card
1416,54,Male,No,Illinois,12,Every 3 Months,Bank Transfer
1417,48,Male,No,Idaho,46,Quarterly,PayPal
1418,62,Male,No,Montana,21,Fortnightly,Cash
1419,18,Male,No,Alabama,23,Every 3 Months,Bank Transfer
1420,43,Male,No,Montana,4,Quarterly,Debit Card
1421,22,Male,No,California,45,Every 3 Months,Cash
1422,68,Male,No,Pennsylvania,24,Fortnightly,Credit Card
1423,44,Male,No,Texas,3,Bi-Weekly,PayPal
1424,51,Male,No,Michigan,12,Every 3 Months,PayPal
1425,66,Male,No,Connecticut,34,Every 3 Months,Cash
1426,59,Male,No,Wyoming,39,Annually,Debit Card
1427,60,Male,No,Michigan,35,Every 3 Months,Credit Card
1428,31,Male,No,South Dakota,8,Annually,PayPal
1429,20,Male,No,North Dakota,42,Quarterly,Debit Card
1430,24,Male,No,Maryland,6,Every 3 Months,Venmo
1431,48,Male,No,Michigan,3,Fortnightly,PayPal
1432,39,Male,No,South Dakota,29,Quarterly,Bank Transfer
1433,34,Male,No,Florida,32,Quarterly,Cash
1434,70,Male,No,Minnesota,45,Weekly,Venmo
1435,59,Male,No,New York,21,Bi-Weekly,PayPal
1436,45,Male,No,Oregon,41,Weekly,Debit Card
1437,35,Male,No,Minnesota,23,Fortnightly,Venmo
1438,69,Male,No,Montana,14,Annually,Debit Card
1439,58,Male,No,Washington,24,Monthly,Cash
1440,25,Male,No,New Mexico,25,Fortnightly,Credit Card
1441,27,Male,No,Arizona,13,Monthly,Bank Transfer
1442,34,Male,No,Nebraska,3,Every 3 Months,Debit Card
1443,53,Male,No,Idaho,42,Annually,Cash
1444,58,Male,No,Idaho,2,Monthly,PayPal
1445,32,Male,No,Vermont,26,Quarterly,Venmo
1446,64,Male,No,Arkansas,24,Annually,Venmo
1447,63,Male,No,Wyoming,6,Quarterly,Debit Card
1448,23,Male,No,New Mexico,25,Monthly,Credit Card
1449,64,Male,No,West Virginia,11,Every 3 Months,Bank Transfer
1450,18,Male,No,New York,20,Every 3 Months,Debit Card
1451,25,Male,No,Illinois,25,Quarterly,PayPal
1452,54,Male,No,Utah,35,Quarterly,Venmo
1453,60,Male,No,Colorado,11,Quarterly,Venmo
1454,36,Male,No,Virginia,41,Fortnightly,PayPal
1455,66,Male,No,Georgia,17,Annually,Bank Transfer
1456,60,Male,No,Alabama,1,Every 3 Months,Debit Card
1457,59,Male,No,Montana,30,Every 3 Months,Venmo
1458,58,Male,No,Pennsylvania,47,Fortnightly,Bank Transfer
1459,35,Male,No,Missouri,34,Weekly,Debit Card
1460,20,Male,No,Maine,18,Fortnightly,PayPal
1461,70,Male,No,Pennsylvania,33,Bi-Weekly,Venmo
1462,54,Male,No,Oregon,42,Quarterly,PayPal
1463,38,Male,No,Utah,2,Quarterly,Venmo
1464,54,Male,No,Oklahoma,1,Monthly,Credit Card
1465,33,Male,No,Montana,23,Quarterly,Bank Transfer
1466,46,Male,No,Nebraska,42,Bi-Weekly,Bank Transfer
1467,58,Male,No,Alabama,3,Annually,PayPal
1468,30,Male,No,Ohio,16,Fortnightly,Credit Card
1469,42,Male,No,Arkansas,46,Fortnightly,Bank Transfer
1470,28,Male,No,Mississippi,31,Every 3 Months,Debit Card
1471,43,Male,No,California,15,Every 3 Months,Venmo
1472,31,Male,No,Alaska,48,Every 3 Months,PayPal
1473,39,Male,No,Indiana,11,Weekly,Bank Transfer
1474,69,Male,No,Wisconsin,20,Every 3 Months,Cash
1475,31,Male,No,New Jersey,6,Monthly,Bank Transfer
1476,44,Male,No,Rhode Island,24,Monthly,Bank Transfer
